geneName,protein.coding,abundant
AC011465.1,N,N
AC011467.1,N,N
AC011477.1,N,N
AC011498.1,N,N
AC011499.1,N,N
AC011509.1,N,N
AC011513.3,N,N
AC011513.4,N,N
AC011516.1,N,N
AC011516.2,N,N
AC011518.1,N,N
AC011518.2,N,N
AC011523.2,N,N
AC011524.1,N,N
AC011524.2,N,N
AC011524.3,N,N
AC011525.2,N,N
AC011525.4,N,N
AC011530.4,N,N
AC011551.3,N,N
AC011558.5,N,N
AC011591.1,N,N
AC011625.1,N,N
AC011648.1,N,N
AC011718.2,N,N
AC011718.3,N,N
AC011738.1,N,N
AC011738.4,N,N
AC011747.3,N,N
AC011747.4,N,N
AC011747.6,N,N
AC011748.1,N,N
AC011752.1,N,N
AC011753.5,N,N
AC011754.1,N,N
AC011841.1,N,N
AC011841.2,N,N
AC011841.3,N,N
AC011841.4,N,N
AC011841.5,N,N
AC011841.6,N,N
AC011841.7,N,N
AC011893.3,N,N
AC011897.2,N,N
AC011899.10,N,N
AC011899.9,N,N
AC011901.2,N,N
AC011994.1,N,N
AC011995.1,N,N
AC011995.3,N,N
AC011997.1,N,N
AC011998.1,N,N
AC012003.1,N,N
AC012005.1,N,N
AC012005.2,N,N
AC012005.3,N,N
AC012005.4,N,N
AC012047.1,N,N
AC012065.4,N,N
AC012074.2,N,N
AC012075.2,N,N
AC012119.1,N,N
AC012123.1,N,N
AC012146.7,N,N
AC012150.1,N,N
AC012168.1,N,N
AC012175.1,N,N
AC012181.1,N,N
AC012181.2,N,N
AC012307.2,N,N
AC012314.1,N,N
AC012314.2,N,N
AC012314.20,N,N
AC012314.3,N,N
AC012314.4,N,N
AC012314.5,N,N
AC012314.6,N,N
AC012314.7,N,N
AC012314.8,N,N
AC012314.9,N,N
AC012322.1,N,N
AC012353.1,N,N
AC012354.6,N,N
AC012358.7,N,N
AC012358.8,N,N
AC012360.1,N,N
AC012360.4,N,N
AC012360.6,N,N
AC012361.1,N,N
AC012363.1,N,N
AC012363.13,N,N
AC012363.2,N,N
AC012363.4,N,N
AC012365.1,N,N
AC012368.1,N,N
AC012370.2,N,N
AC012370.3,N,N
AC012414.1,N,N
AC012442.5,N,N
AC012442.6,N,N
AC012445.1,N,N
AC012451.1,N,N
AC012456.3,N,N
AC012456.4,N,N
AC012462.1,N,N
AC012462.2,N,N
AC012462.3,N,N
AC012476.1,N,N
AC012485.2,N,N
AC012494.1,N,N
AC012499.1,N,N
AC012500.1,N,N
AC012501.2,N,N
AC012506.1,N,N
AC012506.2,N,N
AC012506.3,N,N
AC012506.4,N,N
AC012507.3,N,N
AC012507.4,N,N
AC012513.6,N,N
AC012531.25,N,N
AC012593.1,N,N
AC012594.1,N,N
AC012603.1,N,N
AC012603.2,N,N
AC012613.2,N,N
AC012627.1,N,N
AC012640.1,N,N
AC012667.1,N,N
AC012668.1,N,N
AC012668.2,N,N
AC012668.3,N,N
AC012671.1,N,N
AC012671.3,N,N
AC012671.4,N,N
AC013248.2,N,N
AC013251.1,N,N
AC013264.2,N,N
AC013268.1,N,N
AC013269.3,N,N
AC013269.4,N,N
AC013269.5,N,N
AC013271.3,N,N
AC013275.2,N,N
AC013286.1,N,N
AC013401.1,N,N
AC013401.2,N,N
AC013402.1,N,N
AC013402.3,N,N
AC013402.4,N,N
AC013402.5,N,N
AC013406.1,N,N
AC013409.1,N,N
AC013436.6,N,N
AC013444.2,N,N
AC013448.1,N,N
AC013448.2,N,N
AC013448.3,N,N
AC013460.1,N,N
AC013461.1,N,N
AC013463.2,N,N
AC013472.3,N,N
AC013472.4,N,N
AC013476.1,N,N
AC013477.1,N,N
AC013480.1,N,N
AC013480.2,N,N
AC013549.1,N,N
AC013553.1,N,N
AC013660.1,N,N
AC013701.1,N,N
AC013722.1,N,N
AC013727.1,N,N
AC013727.2,N,N
AC013733.3,N,N
AC013733.4,N,N
AC013734.1,N,N
AC013737.1,N,N
AC013738.1,N,N
AC013751.1,N,N
AC015600.1,N,N
AC015688.3,N,N
AC015691.13,N,N
AC015720.1,N,N
AC015820.1,N,N
AC015849.12,N,N
AC015849.13,N,N
AC015849.16,N,N
AC015849.19,N,N
AC015849.2,N,N
AC015883.1,N,N
AC015884.1,N,N
AC015884.2,N,N
AC015884.3,N,N
AC015909.1,N,N
AC015922.6,N,N
AC015923.1,N,N
AC015923.2,N,N
AC015933.2,N,N
AC015936.3,N,N
AC015969.3,N,N
AC015971.1,N,N
AC015971.2,N,N
AC015971.3,N,N
AC015977.6,N,N
AC015987.1,N,N
AC016113.1,N,N
AC016142.1,N,N
AC016194.1,N,N
AC016292.1,N,N
AC016405.1,N,N
AC016543.1,N,N
AC016549.1,N,N
AC016575.1,N,N
AC016576.1,N,N
AC016577.1,N,N
AC016582.2,N,N
AC016597.1,N,N
AC016629.3,N,N
AC016644.1,N,N
AC016656.1,N,N
AC016670.1,N,N
AC016682.1,N,N
AC016683.5,N,N
AC016700.2,N,N
AC016700.5,N,N
AC016706.1,N,N
AC016710.1,N,N
AC016712.3,N,N
AC016716.2,N,N
AC016722.3,N,N
AC016722.4,N,N
AC016723.4,N,N
AC016727.1,N,N
AC016730.1,N,N
AC016730.2,N,N
AC016734.1,N,N
AC016735.1,N,N
AC016735.2,N,N
AC016735.3,N,N
AC016738.3,N,N
AC016738.4,N,N
AC016739.1,N,N
AC016743.1,N,N
AC016745.3,N,N
AC016747.1,N,N
AC016747.3,N,N
AC016751.2,N,N
AC016751.3,N,N
AC016753.1,N,N
AC016753.2,N,N
AC016757.3,N,N
AC016764.1,N,N
AC016768.1,N,N
AC016819.1,N,N
AC016821.1,N,N
AC016821.2,N,N
AC016831.7,N,N
AC016866.1,N,N
AC016903.1,N,N
AC016903.2,N,N
AC016907.1,N,N
AC016907.3,N,N
AC016909.1,N,N
AC016910.1,N,N
AC016912.3,N,N
AC016959.1,N,N
AC016970.1,N,N
AC016987.1,N,N
AC016993.1,N,N
AC016994.2,N,N
AC016995.3,N,N
AC016999.2,N,N
AC017002.1,N,N
AC017002.2,N,N
AC017002.4,N,N
AC017006.2,N,N
AC017006.3,N,N
AC017020.1,N,N
AC017020.2,N,N
AC017028.1,N,N
AC017028.10,N,N
AC017028.11,N,N
AC017028.12,N,N
AC017028.2,N,N
AC017028.3,N,N
AC017028.4,N,N
AC017028.5,N,N
AC017028.6,N,N
AC017028.7,N,N
AC017028.8,N,N
AC017028.9,N,N
AC017048.1,N,N
AC017048.2,N,N
AC017053.1,N,N
AC017060.1,N,N
AC017074.1,N,N
AC017074.2,N,N
AC017074.3,N,N
AC017076.1,N,N
AC017081.1,N,N
AC017083.1,N,N
AC017084.1,N,N
AC017101.10,N,N
AC017104.1,N,N
AC017104.2,N,N
AC017104.3,N,N
AC017104.6,N,N
AC017116.11,N,N
AC018359.1,N,N
AC018359.3,N,N
AC018361.1,N,N
AC018450.1,N,N
AC018462.2,N,N
AC018463.1,N,N
AC018495.3,N,N
AC018512.1,N,N
AC018616.1,N,N
AC018618.1,N,N
AC018628.1,N,N
AC018635.1,N,N
AC018643.4,N,N
AC018647.3,N,N
AC018685.1,N,N
AC018685.2,N,N
AC018688.1,N,N
AC018690.1,N,N
AC018693.6,N,N
AC018717.1,N,N
AC018730.4,N,N
AC018731.3,N,N
AC018737.1,N,N
AC018737.3,N,N
AC018742.1,N,N
AC018755.17,N,N
AC018755.18,N,N
AC018761.1,N,N
AC018766.4,N,N
AC018766.6,N,N
AC018767.1,N,N
AC018799.1,N,N
AC018804.1,N,N
AC018804.3,N,N
AC018816.1,N,N
AC018816.3,N,N
AC018832.1,N,N
AC018866.1,N,N
AC018867.1,N,N
AC018878.3,N,N
AC018890.4,N,N
AC018890.6,N,N
AC018902.1,N,N
AC019011.1,N,N
AC019046.1,N,N
AC019048.1,N,N
AC019051.1,N,N
AC019055.1,N,N
AC019058.1,N,N
AC019064.1,N,N
AC019117.1,N,N
AC019117.2,N,N
AC019118.3,N,N
AC019118.4,N,N
AC019129.2,N,N
AC019131.1,N,N
AC019171.1,N,N
AC019172.2,N,N
AC019181.2,N,N
AC019185.4,N,N
AC019186.1,N,N
AC019196.1,N,N
AC019198.1,N,N
AC019205.1,N,N
AC019206.1,N,N
AC019322.1,N,N
AC019330.1,N,N
AC019330.2,N,N
AC019349.5,N,N
AC020571.3,N,N
AC020594.5,N,N
AC020595.1,N,N
AC020606.1,N,N
AC020626.1,N,N
AC020636.1,N,N
AC020689.1,N,N
AC020703.1,N,N
AC020703.2,N,N
AC020743.2,N,N
AC020743.3,N,N
AC020743.4,N,N
AC020900.1,N,N
AC020915.1,N,N
AC020921.1,N,N
AC020922.1,N,N
AC020931.1,N,N
AC020934.1,N,N
AC020951.1,N,N
AC020956.3,N,N
AC021021.2,N,N
AC021037.1,N,N
AC021037.2,N,N
AC021052.1,N,N
AC021066.1,N,N
AC021078.1,N,N
AC021087.1,N,N
AC021106.1,N,N
AC021134.1,N,N
AC021188.4,N,N
AC021192.1,N,N
AC021205.1,N,N
AC021205.2,N,N
AC021218.2,N,N
AC021224.1,N,N
AC021231.1,N,N
AC021523.1,N,N
AC021613.1,N,N
AC021654.1,N,N
AC021660.1,N,N
AC021749.1,N,N
AC021760.1,N,N
AC021887.1,N,N
AC021914.1,N,N
AC022007.5,N,N
AC022021.1,N,N
AC022073.1,N,N
AC022098.1,N,N
AC022098.2,N,N
AC022101.1,N,N
AC022120.1,N,N
AC022142.1,N,N
AC022154.7,N,N
AC022173.2,N,N
AC022182.1,N,N
AC022182.3,N,N
AC022201.4,N,N
AC022201.5,N,N
AC022210.1,N,N
AC022384.1,N,N
AC022384.2,N,N
AC022395.1,N,N
AC022405.1,N,N
AC022431.3,N,N
AC022483.1,N,N
AC022486.1,N,N
AC022537.1,N,N
AC022538.1,N,N
AC022616.1,N,N
AC022616.2,N,N
AC022681.1,N,N
AC022716.1,N,N
AC022816.2,N,N
AC022819.1,N,N
AC022819.2,N,N
AC022819.3,N,N
AC022872.1,N,N
AC022882.1,N,N
AC022909.1,N,N
AC023049.1,N,N
AC023050.1,N,N
AC023115.2,N,N
AC023115.4,N,N
AC023128.1,N,N
AC023137.2,N,N
AC023157.1,N,N
AC023158.1,N,N
AC023274.1,N,N
AC023283.1,N,N
AC023310.1,N,N
AC023347.1,N,N
AC023380.1,N,N
AC023385.1,N,N
AC023469.1,N,N
AC023469.2,N,N
AC023481.1,N,N
AC023491.2,N,N
AC023513.1,N,N
AC023590.1,N,N
AC023593.1,N,N
AC023669.1,N,N
AC023798.1,N,N
AC023818.1,N,N
AC023824.1,N,N
AC023855.1,N,N
AC023992.1,N,N
AC024028.1,N,N
AC024060.1,N,N
AC024082.1,N,N
AC024084.1,N,N
AC024084.2,N,N
AC024132.1,N,N
AC024158.1,N,N
AC024198.1,N,N
AC024361.1,N,N
AC024475.1,N,N
AC024560.2,N,N
AC024568.1,N,N
AC024569.1,N,N
AC024571.1,N,N
AC024590.1,N,N
AC024592.12,N,N
AC024592.9,N,N
AC024610.1,N,N
AC024619.2,N,N
AC024651.1,N,N
AC024704.2,N,N
AC024896.1,N,N
AC024908.1,N,N
AC024937.1,N,N
AC024995.1,N,N
AC024996.1,N,N
AC025016.1,N,N
AC025038.1,N,N
AC025138.1,N,N
AC025156.1,N,N
AC025165.8,N,N
AC025166.1,N,N
AC025171.1,N,N
AC025263.3,N,N
AC025279.1,N,N
AC025280.1,N,N
AC025284.1,N,N
AC025300.1,N,N
AC025335.1,N,N
AC025442.3,N,N
AC025458.1,N,N
AC025470.1,N,N
AC025540.1,N,N
AC025594.1,N,N
AC025627.1,N,N
AC025674.1,N,N
AC025674.2,N,N
AC025678.1,N,N
AC025811.3,N,N
AC025918.1,N,N
AC025918.2,N,N
AC026150.1,N,N
AC026150.2,N,N
AC026150.8,N,N
AC026166.1,N,N
AC026167.1,N,N
AC026188.1,N,N
AC026202.3,N,N
AC026202.5,N,N
AC026241.1,N,N
AC026248.1,N,N
AC026254.1,N,N
AC026305.1,N,N
AC026318.1,N,N
AC026357.1,N,N
AC026366.1,N,N
AC026367.1,N,N
AC026369.1,N,N
AC026393.1,N,N
AC026403.1,N,N
AC026423.1,N,N
AC026426.1,N,N
AC026449.1,N,N
AC026471.6,N,N
AC026495.1,N,N
AC026512.1,N,N
AC026700.1,N,N
AC026703.1,N,N
AC026797.1,N,N
AC026799.1,N,N
AC026803.1,N,N
AC026877.1,N,N
AC026904.1,N,N
AC026951.1,N,N
AC026956.1,N,N
AC026992.1,N,N
AC027088.1,N,N
AC027119.1,N,N
AC027238.1,N,N
AC027281.1,N,N
AC027288.1,N,N
AC027288.2,N,N
AC027307.1,N,N
AC027307.2,N,N
AC027319.1,N,N
AC027319.2,N,N
AC027319.3,N,N
AC027320.1,N,N
AC027347.1,N,N
AC027348.1,N,N
AC027506.1,N,N
AC027601.1,N,N
AC027612.2,N,N
AC027806.1,N,N
AC027811.1,N,N
AC034110.1,N,N
AC034187.1,N,N
AC034187.2,N,N
AC034187.3,N,N
AC034187.4,N,N
AC034187.5,N,N
AC034198.1,N,N
AC034205.1,N,N
AC034220.3,N,N
AC034228.2,N,N
AC034228.3,N,N
AC034228.4,N,N
AC034236.1,N,N
AC034236.2,N,N
AC034243.1,N,N
AC035144.1,N,N
AC036178.1,N,N
AC037445.1,N,N
AC037459.4,N,N
AC037482.2,N,N
AC040162.1,N,N
AC041039.1,N,N
AC044860.1,N,N
AC044907.1,N,N
AC046130.1,N,N
AC046143.3,N,N
AC046176.1,N,N
AC048346.1,N,N
AC048380.1,N,N
AC051649.12,N,N
AC053503.11,N,N
AC053503.12,N,N
AC053503.4,N,N
AC053503.6,N,N
AC055714.1,N,N
AC055723.1,N,N
AC055733.1,N,N
AC055736.1,N,N
AC055736.2,N,N
AC055736.3,N,N
AC055736.4,N,N
AC055758.1,N,N
AC055764.1,N,N
AC055811.1,N,N
AC055866.1,N,N
AC055873.1,N,N
AC055876.2,N,N
AC058791.1,N,N
AC060226.1,N,N
AC060834.3,N,N
AC060835.1,N,N
AC061961.2,N,N
AC061975.1,N,N
AC061992.1,N,N
AC061992.2,N,N
AC062017.1,N,N
AC062020.1,N,N
AC062020.2,N,N
AC062021.1,N,N
AC062028.1,N,N
AC062029.1,N,N
AC062031.1,N,N
AC062032.1,N,N
AC063932.1,N,N
AC063944.1,N,N
AC063956.1,N,N
AC063957.1,N,N
AC063976.3,N,N
AC063980.3,N,N
AC064829.1,N,N
AC064834.1,N,N
AC064834.2,N,N
AC064834.3,N,N
AC064836.1,N,N
AC064837.1,N,N
AC064846.1,N,N
AC064848.1,N,N
AC064852.4,N,N
AC064853.2,N,N
AC064865.1,N,N
AC064871.3,N,N
AC064874.1,N,N
AC064875.2,N,N
AC066612.1,N,N
AC066614.1,N,N
AC066615.1,N,N
AC066692.1,N,N
AC066694.1,N,N
AC067717.1,N,N
AC067718.1,N,N
AC067735.1,N,N
AC067742.1,N,N
AC067805.1,N,N
AC067903.1,N,N
AC067945.2,N,N
AC067945.4,N,N
AC067956.1,N,N
AC067957.1,N,N
AC067959.1,N,N
AC067960.1,N,N
AC067961.1,N,N
AC067968.3,N,N
AC067969.1,N,N
AC067969.2,N,N
AC067969.3,N,N
AC068014.1,N,N
AC068014.2,N,N
AC068056.1,N,N
AC068057.1,N,N
AC068058.1,N,N
AC068062.1,N,N
AC068121.1,N,N
AC068134.6,N,N
AC068134.8,N,N
AC068137.1,N,N
AC068138.1,N,N
AC068152.1,N,N
AC068196.1,N,N
AC068207.1,N,N
AC068282.3,N,N
AC068286.1,N,N
AC068292.1,N,N
AC068312.1,N,N
AC068400.1,N,N
AC068408.1,N,N
AC068446.1,N,N
AC068483.1,N,N
AC068489.1,N,N
AC068490.1,N,N
AC068490.2,N,N
AC068491.2,N,N
AC068492.1,N,N
AC068499.10,N,N
AC068506.1,N,N
AC068533.1,N,N
AC068533.7,N,N
AC068535.1,N,N
AC068535.2,N,N
AC068535.3,N,N
AC068538.4,N,N
AC068570.1,N,N
AC068580.1,N,N
AC068580.5,N,N
AC068580.6,N,N
AC068580.7,N,N
AC068587.1,N,N
AC068587.2,N,N
AC068641.1,N,N
AC068643.1,N,N
AC068669.1,N,N
AC068704.1,N,N
AC068706.1,N,N
AC068706.2,N,N
AC068715.1,N,N
AC068718.1,N,N
AC068724.1,N,N
AC068754.1,N,N
AC068797.1,N,N
AC068799.1,N,N
AC068831.10,N,N
AC068831.15,N,N
AC068831.16,N,N
AC068831.3,N,N
AC068831.6,N,N
AC068858.1,N,N
AC068946.1,N,N
AC069063.1,N,N
AC069063.2,N,N
AC069067.1,N,N
AC069067.2,N,N
AC069070.1,N,N
AC069082.1,N,N
AC069155.1,N,N
AC069157.2,N,N
AC069181.1,N,N
AC069216.1,N,N
AC069240.1,N,N
AC069243.1,N,N
AC069257.8,N,N
AC069276.1,N,N
AC069277.2,N,N
AC069280.1,N,N
AC069285.1,N,N
AC069286.1,N,N
AC069294.1,N,N
AC069303.1,N,N
AC069363.1,N,N
AC069368.3,N,N
AC069394.1,N,N
AC069499.1,N,N
AC069513.4,N,N
AC072031.1,N,N
AC072062.1,N,N
AC072062.3,N,N
AC073043.1,N,N
AC073046.1,N,N
AC073046.25,N,N
AC073071.1,N,N
AC073072.1,N,N
AC073072.5,N,N
AC073089.1,N,N
AC073094.4,N,N
AC073115.6,N,N
AC073115.7,N,N
AC073127.1,N,N
AC073130.1,N,N
AC073130.2,N,N
AC073130.3,N,N
AC073133.1,N,N
AC073133.2,N,N
AC073137.1,N,N
AC073215.1,N,N
AC073218.1,N,N
AC073218.3,N,N
AC073254.1,N,N
AC073255.1,N,N
AC073257.1,N,N
AC073257.2,N,N
AC073283.4,N,N
AC073283.7,N,N
AC073284.4,N,N
AC073316.1,N,N
AC073316.2,N,N
AC073321.4,N,N
AC073325.1,N,N
AC073326.3,N,N
AC073330.1,N,N
AC073333.1,N,N
AC073333.8,N,N
AC073342.12,N,N
AC073343.1,N,N
AC073343.13,N,N
AC073370.1,N,N
AC073409.1,N,N
AC073427.1,N,N
AC073508.1,N,N
AC073578.1,N,N
AC073587.1,N,N
AC073610.5,N,N
AC073626.2,N,N
AC073628.1,N,N
AC073635.5,N,N
AC073636.1,N,N
AC073641.2,N,N
AC073648.1,N,N
AC073657.1,N,N
AC073834.3,N,N
AC073842.19,N,N
AC073873.1,N,N
AC073928.1,N,N
AC073928.2,N,N
AC073934.6,N,N
AC073957.15,N,N
AC073973.1,N,N
AC073987.1,N,N
AC074011.2,N,N
AC074019.1,N,N
AC074033.1,N,N
AC074035.1,N,N
AC074051.1,N,N
AC074051.2,N,N
AC074091.1,N,N
AC074117.10,N,N
AC074129.1,N,N
AC074183.3,N,N
AC074183.4,N,N
AC074191.1,N,N
AC074212.5,N,N
AC074212.6,N,N
AC074264.1,N,N
AC074286.1,N,N
AC074289.1,N,N
AC074289.2,N,N
AC074363.1,N,N
AC074366.3,N,N
AC074389.1,N,N
AC074389.5,N,N
AC074389.6,N,N
AC074389.7,N,N
AC074391.1,N,N
AC074391.2,N,N
AC076972.1,N,N
AC078785.1,N,N
AC078794.1,N,N
AC078814.1,N,N
AC078816.1,N,N
AC078819.1,N,N
AC078828.1,N,N
AC078842.3,N,N
AC078842.4,N,N
AC078851.1,N,N
AC078851.2,N,N
AC078852.1,N,N
AC078852.2,N,N
AC078855.1,N,N
AC078864.1,N,N
AC078864.2,N,N
AC078881.1,N,N
AC078882.1,N,N
AC078883.3,N,N
AC078883.4,N,N
AC078889.1,N,N
AC078899.2,N,N
AC078916.1,N,N
AC078917.1,N,N
AC078927.1,N,N
AC078941.1,N,N
AC078942.1,N,N
AC078950.1,N,N
AC078986.1,N,N
AC078988.1,N,N
AC078991.1,N,N
AC078993.1,N,N
AC079005.1,N,N
AC079054.1,N,N
AC079080.1,N,N
AC079117.1,N,N
AC079117.2,N,N
AC079117.3,N,N
AC079121.1,N,N
AC079127.1,N,N
AC079135.1,N,N
AC079140.1,N,N
AC079145.4,N,N
AC079150.3,N,N
AC079154.1,N,N
AC079163.1,N,N
AC079172.1,N,N
AC079233.1,N,N
AC079235.1,N,N
AC079298.1,N,N
AC079305.10,N,N
AC079305.11,N,N
AC079305.8,N,N
AC079340.1,N,N
AC079354.1,N,N
AC079354.3,N,N
AC079354.5,N,N
AC079355.1,N,N
AC079398.1,N,N
AC079398.2,N,N
AC079398.3,N,N
AC079466.1,N,N
AC079467.1,N,N
AC079584.2,N,N
AC079586.1,N,N
AC079603.1,N,N
AC079610.1,N,N
AC079610.2,N,N
AC079612.1,N,N
AC079612.2,N,N
AC079613.1,N,N
AC079630.2,N,N
AC079630.4,N,N
AC079742.4,N,N
AC079753.1,N,N
AC079756.1,N,N
AC079767.4,N,N
AC079768.1,N,N
AC079772.1,N,N
AC079776.1,N,N
AC079776.3,N,N
AC079779.4,N,N
AC079779.5,N,N
AC079779.6,N,N
AC079779.7,N,N
AC079781.1,N,N
AC079790.2,N,N
AC079796.1,N,N
AC079799.2,N,N
AC079804.1,N,N
AC079807.2,N,N
AC079807.4,N,N
AC079834.2,N,N
AC079896.1,N,N
AC079907.1,N,N
AC079917.1,N,N
AC079920.1,N,N
AC079922.3,N,N
AC079945.1,N,N
AC079949.1,N,N
AC079951.1,N,N
AC079988.3,N,N
AC080003.1,N,N
AC080008.1,N,N
AC080032.1,N,N
AC080037.1,N,N
AC080094.1,N,N
AC083810.1,N,N
AC083811.1,N,N
AC083826.1,N,N
AC083829.1,N,N
AC083843.1,N,N
AC083843.2,N,N
AC083843.4,N,N
AC083849.1,N,N
AC083864.3,N,N
AC083864.4,N,N
AC083867.4,N,N
AC083875.1,N,N
AC083884.8,N,N
AC083900.1,N,N
AC083906.1,N,N
AC083906.2,N,N
AC083949.1,N,N
AC084010.1,N,N
AC084082.3,N,N
AC084114.1,N,N
AC084117.3,N,N
AC084125.1,N,N
AC084149.1,N,N
AC084149.2,N,N
AC084193.1,N,N
AC084219.2,N,N
AC084219.4,N,N
AC084262.1,N,N
AC084262.2,N,N
AC084262.3,N,N
AC084357.1,N,N
AC084357.2,N,N
AC084368.1,N,N
AC084809.2,N,N
AC084809.3,N,N
AC084854.1,N,N
AC084859.1,N,N
AC084872.1,N,N
AC084882.1,N,N
AC087073.1,N,N
AC087174.1,N,N
AC087237.1,N,N
AC087269.1,N,N
AC087294.2,N,N
AC087348.1,N,N
AC087350.1,N,N
AC087392.1,N,N
AC087393.1,N,N
AC087430.1,N,N
AC087433.1,N,N
AC087491.2,N,N
AC087499.10,N,N
AC087501.1,N,N
AC087651.1,N,N
AC087651.2,N,N
AC087653.1,N,N
AC087738.1,N,N
AC087762.1,N,N
AC087793.1,N,N
AC087884.1,N,N
AC087897.1,N,N
AC089983.1,N,N
AC090015.1,N,N
AC090044.2,N,N
AC090051.1,N,N
AC090060.1,N,N
AC090079.1,N,N
AC090095.1,N,N
AC090132.1,N,N
AC090133.1,N,N
AC090150.1,N,N
AC090154.1,N,N
AC090181.1,N,N
AC090206.1,N,N
AC090286.4,N,N
AC090311.1,N,N
AC090324.1,N,N
AC090338.1,N,N
AC090340.1,N,N
AC090349.1,N,N
AC090420.1,N,N
AC090498.1,N,N
AC090505.1,N,N
AC090505.4,N,N
AC090505.6,N,N
AC090514.1,N,N
AC090559.1,N,N
AC090573.1,N,N
AC090578.1,N,N
AC090587.4,N,N
AC090587.5,N,N
AC090607.1,N,N
AC090616.2,N,N
AC090617.1,N,N
AC090644.1,N,N
AC090660.1,N,N
AC090666.1,N,N
AC090673.1,N,N
AC090692.1,N,N
AC090696.2,N,N
AC090707.1,N,N
AC090810.1,N,N
AC090825.1,N,N
AC090825.2,N,N
AC090841.1,N,N
AC090950.1,N,N
AC090952.1,N,N
AC090952.5,N,N
AC090954.1,N,N
AC090954.2,N,N
AC090957.2,N,N
AC090958.1,N,N
AC091038.1,N,N
AC091042.1,N,N
AC091043.1,N,N
AC091053.1,N,N
AC091053.2,N,N
AC091057.1,N,N
AC091073.1,N,N
AC091096.1,N,N
AC091114.1,N,N
AC091132.1,N,N
AC091132.2,N,N
AC091133.1,N,N
AC091153.4,N,N
AC091154.1,N,N
AC091167.1,N,N
AC091167.2,N,N
AC091177.1,N,N
AC091178.1,N,N
AC091178.2,N,N
AC091180.1,N,N
AC091185.1,N,N
AC091199.1,N,N
AC091304.1,N,N
AC091304.2,N,N
AC091320.1,N,N
AC091321.1,N,N
AC091487.1,N,N
AC091493.2,N,N
AC091517.1,N,N
AC091559.1,N,N
AC091565.1,N,N
AC091633.3,N,N
AC091643.1,N,N
AC091697.1,N,N
AC091705.1,N,N
AC091705.2,N,N
AC091729.7,N,N
AC091729.8,N,N
AC091729.9,N,N
AC091736.1,N,N
AC091770.1,N,N
AC091770.3,N,N
AC091801.1,N,N
AC091814.2,N,N
AC091814.3,N,N
AC091849.1,N,N
AC091856.1,N,N
AC091866.1,N,N
AC091878.1,N,N
AC091895.1,N,N
AC091939.1,N,N
AC091947.1,N,N
AC091962.3,N,N
AC092017.1,N,N
AC092022.1,N,N
AC092038.1,N,N
AC092038.2,N,N
AC092043.1,N,N
AC092048.1,N,N
AC092057.1,N,N
AC092066.1,N,N
AC092069.1,N,N
AC092071.1,N,N
AC092104.1,N,N
AC092104.2,N,N
AC092104.3,N,N
AC092104.4,N,N
AC092104.5,N,N
AC092107.1,N,N
AC092116.1,N,N
AC092117.1,N,N
AC092117.2,N,N
AC092155.4,N,N
AC092159.1,N,N
AC092159.2,N,N
AC092159.3,N,N
AC092162.1,N,N
AC092168.2,N,N
AC092168.3,N,N
AC092168.4,N,N
AC092171.2,N,N
AC092171.4,N,N
AC092174.1,N,N
AC092192.1,N,N
AC092198.1,N,N
AC092198.2,N,N
AC092265.1,N,N
AC092275.1,N,N
AC092287.1,N,N
AC092289.1,N,N
AC092289.2,N,N
AC092295.4,N,N
AC092301.3,N,N
AC092309.1,N,N
AC092316.1,N,N
AC092326.1,N,N
AC092332.1,N,N
AC092364.1,N,N
AC092364.2,N,N
AC092375.1,N,N
AC092377.1,N,N
AC092380.1,N,N
AC092384.1,N,N
AC092415.1,N,N
AC092431.3,N,N
AC092470.1,N,N
AC092484.1,N,N
AC092506.1,N,N
AC092535.3,N,N
AC092570.2,N,N
AC092574.1,N,N
AC092574.2,N,N
AC092580.3,N,N
AC092580.4,N,N
AC092597.3,N,N
AC092614.1,N,N
AC092614.2,N,N
AC092620.2,N,N
AC092620.3,N,N
AC092625.1,N,N
AC092627.1,N,N
AC092634.1,N,N
AC092634.2,N,N
AC092635.1,N,N
AC092636.1,N,N
AC092636.2,N,N
AC092652.1,N,N
AC092657.2,N,N
AC092660.1,N,N
AC092666.1,N,N
AC092667.2,N,N
AC092669.3,N,N
AC092669.6,N,N
AC092675.3,N,N
AC092675.4,N,N
AC092684.1,N,N
AC092687.3,N,N
AC092687.4,N,N
AC092687.5,N,N
AC092699.1,N,N
AC092718.1,N,N
AC092755.4,N,N
AC092765.1,N,N
AC092786.1,N,N
AC092812.1,N,N
AC092832.1,N,N
AC092835.2,N,N
AC092839.3,N,N
AC092839.4,N,N
AC092841.1,N,N
AC092841.2,N,N
AC092846.1,N,N
AC092854.1,N,N
AC092865.1,N,N
AC092865.2,N,N
AC092881.1,N,N
AC092896.1,N,N
AC092905.1,N,N
AC092910.1,N,N
AC092913.1,N,N
AC092925.1,N,N
AC092944.1,N,N
AC092958.1,N,N
AC092965.1,N,N
AC093004.1,N,N
AC093063.3,N,N
AC093074.1,N,N
AC093110.1,N,N
AC093110.3,N,N
AC093117.1,N,N
AC093151.2,N,N
AC093157.1,N,N
AC093159.1,N,N
AC093160.1,N,N
AC093162.1,N,N
AC093165.1,N,N
AC093230.2,N,N
AC093249.1,N,N
AC093267.1,N,N
AC093270.1,N,N
AC093304.1,N,N
AC093323.3,N,N
